SoC,Temperature,Voltage,Label
74.83462755,338.5241459,3.524641358,1
67.64452114,329.4083045,3.594181992,1
17.31377624,416.7292375,3.028725984,0
44.27667529,382.0206078,3.241433986,1
49.6692551,352.1531275,3.404850936,1
7.247627265,384.8465985,3.065596419,1
87.7768191,307.8376131,3.839028682,0
23.92867414,405.8969426,3.085342228,0
-1.380521549,471.7470398,2.642464786,1
-1475.896597,18935.26222,0.0,2
-4310.662819,51020.11804,0.0,2
43.19815933,333.79553,3.452979097,0
-1519.20213,19431.68218,0.0,2
47.0808168,336.174931,3.462701662,0
-916.4235696,12475.40383,0.0,2
-17.56165675,391.1657354,2.716598395,1
14.83318953,360.6257398,3.195482407,0
-4310.662819,51020.11804,0.0,2
93.52890423,303.5279591,3.880656121,0
-1130.809941,14960.63043,0.0,2
39.60310613,336.0265665,3.427637929,0
8.326143227,384.3206384,3.071086428,1
100.0,298.15,4.0143,0
82.38423929,319.5847989,3.692648115,1
37.08656888,365.5118351,3.295942685,1
-0.3019854801,385.8995027,2.715538358,1
42.94650561,339.0407013,3.429079141,0
52.54529767,328.3744592,3.530278637,0
82.63589301,312.8987963,3.779214668,0
8.326143227,440.088642,2.979928689,1
24.50388266,345.9163536,3.313175022,0
-1998.046243,24885.38669,0.0,2
-576.8588986,8530.339835,0.0,2
56.85936152,338.6541499,3.499526994,1
47.90767903,335.6229715,3.469931745,0
30.54357204,348.1004667,3.340263237,0
49.6692551,352.1531275,3.404850936,1
-4660.194292,54954.27977,0.0,2
-2743.302651,33286.25689,0.0,2
11.56169111,463.1677629,2.887812045,1
55.34943917,330.8147056,3.534321123,0
-117.572143,3187.100121,0.0,2
-14.50477557,405.277943,2.7042207,1
28.09893586,407.7972024,3.105355539,1
55.78084556,339.5737355,3.490463392,1
-873.7302745,11979.79328,0.0,2
41.29278113,340.2167383,3.417236362,0
67.64452114,348.616572,3.458615568,1
-4136.116451,49052.13509,0.0,2
85.11647972,321.7461317,3.640965853,0
49.6692551,374.1240575,3.304230052,1
-3831.002617,45606.71716,0.0,2
98.74173138,299.7099465,3.772976049,1
24.50388266,368.6226565,3.228325729,1
12.35260282,362.4392095,3.159491012,0
35.82830026,366.9119771,3.286416091,1
-32.12964139,411.549698,2.705302796,1
24.75553638,352.597342,3.29010113,0
83.46275525,312.330039,3.786000621,0
60.3106126,327.5551722,3.577072742,0
-1.380521549,386.2287629,2.715604786,1
-2041.805499,25380.53587,0.0,2
83.64250791,318.2823872,3.705419021,1
-3091.788575,37231.60402,0.0,2
91.73137762,305.9162639,3.84534866,0
-661.3275497,9512.373248,0.0,2
4.73109002,441.822415,3.009655879,1
85.97929249,313.5800027,3.764643562,1
21.98734541,383.1949278,3.160983768,1
-24.57528444,408.861803,2.704839015,1
-831.1081771,11484.89341,0.0,2
64.04946793,321.8198936,3.629956794,0
47.90767903,335.6229715,3.469931745,0
32.41299971,340.6074742,3.377010998,0
80.1553063,314.5816643,3.753856356,0
24.65821822,1483.683727,0.0,2
100.0,298.15,4.01934,0
-158.9452225,3668.479791,0.0,2
-1173.814589,15457.77921,0.0,2
71.88668392,319.9963301,3.67978743,0
-1519.20213,19431.68218,0.0,2
53.6957147,331.8869343,3.520097061,0
74.83462755,327.2387976,3.625516723,1
50.38826575,334.0101141,3.491597557,0
-325.1958126,5602.759094,0.0,2
-2041.805499,25380.53587,0.0,2
69.44204774,346.0812466,3.475686476,1
-3.537671024,386.8870497,2.715737257,1
-1475.896597,18935.26222,0.0,2
-4966.525811,58394.69743,0.0,2
33.49151567,398.95241,3.152803307,1
62.25194133,356.2985724,3.408345364,1
-20.79858022,483.5959578,2.643657139,1
-17.56165675,391.1657354,2.716598395,1
-534.729524,8040.381035,0.0,2
21.98734541,383.1949278,3.160983768,1
-4441.666179,52495.71062,0.0,2
-3395.868237,40681.49272,0.0,2
-1692.799369,21416.32973,0.0,2
-325.1958126,5602.759094,0.0,2
-23.31634791,408.4138205,2.704761722,1
-29.43151156,394.7861654,2.717327156,1
-9.470363846,403.4860129,2.703911568,1
86.7702042,309.9426679,3.811862282,0
87.05780846,324.6046961,3.554313377,1
65.48748921,361.9201406,3.369890436,1
-1130.809941,14960.63043,0.0,2
66.0267472,335.9044766,3.545382097,1
88.42392867,308.6637756,3.823774473,0
90.07765315,307.3210883,3.834921771,0
62.79119931,325.9185903,3.598513475,0
-366.9492252,6088.529322,0.0,2
67.64452114,319.7758469,3.66196558,0
64.44492378,324.8308296,3.61292071,0
22.34685073,441.2981526,2.949173097,1
65.48748921,320.9996071,3.642698697,0
55.06183492,366.5720241,3.34897966,1
-450.6866354,7062.724373,0.0,2
34.57003164,339.2163853,3.392173023,0
100.0,298.15,0.0,2
-1432.628917,18438.7504,0.0,2
27.23612309,350.6281274,3.313548696,0
-3439.343774,41174.18415,0.0,2
59.73540408,342.2044473,3.489551523,1
62.25194133,334.0177459,3.545751895,1
18.14063848,358.030071,3.228520265,0
-2743.302651,33286.25689,0.0,2
85.11647972,321.7461317,3.640965853,0
-1216.856475,15954.83479,0.0,2
57.21886684,344.7266996,3.468349607,1
69.80155306,327.583573,3.613862224,1
-4136.116451,49052.13509,0.0,2
-1954.325662,24390.12519,0.0,2
49.56140351,334.5416156,3.484404158,0
-619.0582563,9021.005413,0.0,2
-1432.628917,18438.7504,0.0,2
-4092.502112,48560.0454,0.0,2
-4.256743765,444.7610312,2.667021415,1
89.25079091,308.0004944,3.829458298,0
79.95470956,635.0578906,0.0,2
48.73454127,369.5078294,3.320531719,0
78.42968076,339.9845777,3.480887913,1
98.2024734,301.3987306,3.621142954,1
-2085.603258,25875.56156,0.0,2
-29.43151156,488.8620378,2.644187156,1
13.71872304,459.2094799,2.895768844,1
57.00316365,329.7343911,3.548561157,0
79.32844406,315.1396999,3.746254997,0
-619.0582563,9021.005413,0.0,2
34.57003164,368.3200225,3.276916638,1
81.66522865,317.4335436,3.720364945,1
9.045153868,364.5101215,3.11279806,0
-4791.424483,56428.9701,0.0,2
41.76013805,402.9735024,3.145884789,1
90.29335634,309.3929206,3.787412348,1
90.29335634,309.3929206,3.787412348,1
-1998.046243,24885.38669,0.0,2
-19.53974905,407.069873,2.704529849,1
-788.5570669,10990.70288,0.0,2
-2917.563845,35259.34862,0.0,2
-17.56165675,391.1657354,2.716598395,1
-2349.177522,28842.99537,0.0,2
22.27494967,354.6352093,3.266858132,0
5.737704918,365.5668216,3.06154723,0
2.933563417,470.2324381,2.938508352,1
-746.0767342,10497.22032,0.0,2
31.69398907,341.0753546,3.371968743,0
-576.8588986,8530.339835,0.0,2
33.13201035,340.1417878,3.382049353,0
-2261.169029,27854.37086,0.0,2
33.31176301,369.7367428,3.267299605,1
37.98533218,342.5973961,3.393561934,0
-959.1882723,12971.72642,0.0,2
66.9255105,323.208166,3.635169723,0
32.05349439,371.164052,3.257521186,1
99.17313776,298.8492829,3.916819985,0
4.083980443,430.6238036,2.98851133,0
46.0742019,347.8240315,3.40399308,1
-916.4235696,12475.40383,0.0,2
-4179.739687,49544.1872,0.0,2
37.15846995,343.1987547,3.38763912,0
